text_key,text_type,zh_cn,note
npc_bark_guest_shop_02,bark,包得体面，味道也不俗，送人正好。,贵客购买
npc_bark_faction_shop_01,bark,我奉门内之命来验货。若品质过得去，后面的单子才好谈。,门派采办进店
npc_bark_faction_shop_02,bark,这一批标准合格，看来凡仙镇也不是只有小生意。,门派采办购买
npc_bark_drought_01,bark,井又浅了些。要不是你前阵子送来的水和药，真不知道怎么熬。,大旱镇民语
npc_bark_drought_02,bark,医馆那边还在排人，可至少大家现在知道，今天还能撑过去。,大旱医修语
npc_bark_festival_01,bark,这灯一挂起来，连街口那棵老树都像年轻了几岁。,节庆镇民语
npc_bark_festival_02,bark,这样的小镇竟也能办出这般气氛，倒让我舍不得赶路了。,节庆贵客语
shop_feedback_villager_good_price,feedback,这价钱实在，买得起，也舍得常来。,镇民好评
shop_feedback_villager_too_expensive,feedback,掌柜，这个价我可真下不去手，改天再说吧。,镇民嫌贵
shop_feedback_villager_stale,feedback,这菜看着有些蔫了，家里人嘴挑，怕是吃不住。,镇民嫌不新鲜
shop_feedback_rogue_quality_ok,feedback,带着上路正合适，不占地方，还真管用。,散修好评
shop_feedback_rogue_low_stock,feedback,我本想多带两份，可你这货剩得也太少了。,散修缺货反馈
shop_feedback_healer_clean,feedback,药性稳，处理也干净，这样的货最省心。,医修好评
shop_feedback_healer_mixed,feedback,这一批品相参差得有些大，下次最好分得再清楚些。,医修差评
shop_feedback_crafter_material,feedback,材料扎实，不糊弄人。跟你做买卖，省返工。,匠师好评
shop_feedback_trader_margin,feedback,这批货我带出去还有赚头，往后可以多谈。,商贩好评
shop_feedback_trader_overpriced,feedback,你这价格我转手不动，真带出去就是压货。,商贩嫌贵
shop_feedback_guest_premium,feedback,品相、包法、气味都体面，送礼很有面子。,贵客好评
shop_feedback_guest_common,feedback,东西不差，就是太平常了，做礼还欠些意思。,贵客嫌普通
shop_feedback_faction_batch,feedback,批次整齐，标准统一，这样才配进门派账册。,门派采办好评
shop_feedback_faction_fail,feedback,杂、散、品级不稳。这样的货，门内不会收第二回。,门派采办差评
shop_feedback_drought_relief,feedback,这几样应急货来得正是时候，镇上不少人都记你的情。,大旱救援反馈
customer_flow_hint_enter,ui_hint,顾客入店，准备观察他的偏好与停留路线。,顾客流程提示
customer_flow_hint_browse,ui_hint,镇民会优先看基础货架和当日新鲜商品。,顾客流程提示
customer_flow_hint_price,ui_hint,镇民对价格敏感，价格过高时更容易放弃购买。,顾客流程提示
customer_flow_hint_queue,ui_hint,顾客决定购买后会前往柜台排队结算。,顾客流程提示
customer_flow_hint_finish,ui_hint,交易结束后会播放对应满意度反馈并结算口碑变化。,顾客流程提示
customer_flow_hint_rogue_check,ui_hint,散修更关注恢复品、轻便补给和实战价值。,顾客流程提示
customer_flow_hint_stock,ui_hint,散修若发现库存太少，可能会直接离店。,顾客流程提示
customer_flow_hint_quality,ui_hint,医修会先判断药材品质和药性稳定度。,顾客流程提示
customer_flow_hint_clean,ui_hint,医修对杂质和处理粗糙度非常敏感。,顾客流程提示
customer_flow_hint_material,ui_hint,匠师更关注材料是否耐用、成色是否稳定。,顾客流程提示
customer_flow_hint_margin,ui_hint,商贩会先评估这批货是否有转卖利润。,顾客流程提示
customer_flow_hint_resell,ui_hint,若利润空间不足，商贩更容易放弃购买。,顾客流程提示
customer_flow_hint_premium,ui_hint,贵客会优先停留在精品柜与礼盒区。,顾客流程提示
customer_flow_hint_gift,ui_hint,贵客更看重包装、体面和礼赠感受。,顾客流程提示
customer_flow_hint_batch,ui_hint,门派采办会先看整批货是否统一、稳定、足量。,顾客流程提示
customer_flow_hint_standard,ui_hint,门派顾客的通过门槛最高，但成功后口碑回报也更大。,顾客流程提示
quest_name_side_0101,quest_name,桥下旧事,第一章支线
quest_name_side_0102,quest_name,锤下火星,第一章支线
quest_name_side_0103,quest_name,药柜里的一格空,第一章支线
quest_name_side_0104,quest_name,惊蛰巡田,第一章支线
quest_name_side_0105,quest_name,胖萝卜想吃什么,第一章精怪支线
quest_name_side_0201,quest_name,好货卖给谁,第二章支线
quest_name_side_0202,quest_name,木棚搭到哪一边,第二章支线
quest_name_side_0203,quest_name,今晚要先救谁,第二章支线
quest_name_side_0204,quest_name,茶摊边的旧见闻,第二章支线
quest_name_side_0205,quest_name,池塘里那条灵鱼,第二章支线
quest_name_side_0206,quest_name,炉边别乱跳,第二章精怪支线
quest_name_side_0301,quest_name,山坡上的旧剑痕,第三章支线
quest_name_side_0302,quest_name,样品先送哪一批,第三章支线
quest_name_side_0303,quest_name,河道下面还有路,第三章支线
quest_name_side_0304,quest_name,这一间住谁,第三章精怪支线
quest_name_side_0305,quest_name,风炉能不能再快一点,第三章支线
quest_name_side_0306,quest_name,蒜阵夜巡,第三章精怪支线
quest_name_side_0401,quest_name,先送哪一家,第四章支线
quest_name_side_0402,quest_name,这一趟我替你跑,第四章支线
quest_name_side_0403,quest_name,今夜药灯别灭,第四章支线
quest_name_side_0404,quest_name,残碑后半句,第四章支线
quest_name_side_0405,quest_name,最后一渠水,第四章精怪支线
quest_name_side_0406,quest_name,盛宴前的最后一卷,第四章精怪支线
quest_side_0101_desc,quest_desc,听许伯讲断桥旧事，去桥下拾回旧木牌，让这段过往真正收个尾。,支线描述
quest_side_0102_desc,quest_desc,替张铁山补齐修补材料，看看他那张硬脸后头到底藏着几分真心。,支线描述
quest_side_0103_desc,quest_desc,给医馆补齐几样基础药材，让白芷的药柜里那一格空位先填上。,支线描述
quest_side_0104_desc,quest_desc,惊蛰虫害加重，巡田清虫，保住这一季最早的一批苗。,支线描述
quest_side_0105_desc,quest_desc,试着喂胖萝卜不同食物，找出它真正喜欢的口味。,精怪支线描述
quest_side_0201_desc,quest_desc,用不同定价方式测试同一批货的销售反馈，学会把东西卖给对的人。,支线描述
quest_side_0202_desc,quest_desc,和阿檀一起决定木棚和宿舍的搭法，让工坊和精怪住处更顺手。,支线描述
quest_side_0203_desc,quest_desc,白芷今晚要先救几位不同的病人，你得替她把对应药材都备齐。,支线描述
quest_side_0204_desc,quest_desc,收集三条市闻，和陆三笑换一段真正有用的旧见闻。,支线描述
quest_side_0205_desc,quest_desc,修池塘、放鱼苗、钓起第一条灵鱼，为后续水生玩法打底。,支线描述
quest_side_0206_desc,quest_desc,带着辣椒精完成十次火系加工，看看它到底是帮工还是惹祸精。,精怪支线描述
quest_side_0301_desc,quest_desc,接受沈孤灯的训练，在真正危险来临前先把脚下这一步练稳。,支线描述
quest_side_0302_desc,quest_desc,门派采办来前，先把样品送对，给后续大单打个好底子。,支线描述
quest_side_0303_desc,quest_desc,和青禾一起探查旧河道，看看水脉到底还剩几口气能接回来。,支线描述
quest_side_0304_desc,quest_desc,安排精怪同住并稳定心情，把百怪大院过成真正像家的地方。,精怪支线描述
quest_side_0305_desc,quest_desc,帮张铁山试做风炉升级件，让工坊再往上提一个档次。,支线描述
quest_side_0306_desc,quest_desc,让大蒜线精怪在夜巡中独当一面，看看它能不能把院子守稳。,精怪支线描述
quest_side_0401_desc,quest_desc,在大旱最紧的时候，把水和药先送到最撑不住的几户人家手里。,支线描述
quest_side_0402_desc,quest_desc,给胡四海备好最后一趟外路补给，等他把最难的一批材料带回来。,支线描述
quest_side_0403_desc,quest_desc,守住医馆三夜灯火，让白芷能一直把药和人都接住。,支线描述
quest_side_0404_desc,quest_desc,找齐守阵残碑的碎片，把那句一直没讲完的话补完整。,支线描述
quest_side_0405_desc,quest_desc,让三阶水运精怪把灵泉真正引到终章阵脚，为建阵接上最后一口活水。,精怪支线描述
quest_side_0406_desc,quest_desc,赶在最终盛宴前做出最后一卷礼布，把这一年挣回来的体面穿在镇子身上。,精怪支线描述
spirit_event_luobo_01,spirit_event,这是专门留给我的？昨晚最圆的那一颗，你自己都没舍得吃吧。,精怪事件
spirit_event_luobo_02,spirit_event,那就去吧。你替我守了这么久田，也该长成更像样的模样了。,精怪事件
spirit_event_luobo_03,spirit_event,只要这片地还活着，我们就还有办法。,精怪事件
spirit_event_lajiao_01,spirit_event,……等等，这炉火真稳了？,精怪事件
spirit_event_lajiao_02,spirit_event,你倒像越热越精神。,精怪事件
spirit_event_lajiao_03,spirit_event,它在替我们镇火？,精怪事件
spirit_event_suan_01,spirit_event,好家伙，还真会护田。,精怪事件
spirit_event_suan_02,spirit_event,那我以后也不能让你白挨打。,精怪事件
spirit_event_suan_03,spirit_event,院里有你，我才敢放心往前走。,精怪事件
spirit_event_shui_01,spirit_event,那以后水路这事，就慢慢交给你。,精怪事件
spirit_event_shui_02,spirit_event,那就把更大的渠也交给你。,精怪事件
spirit_event_shui_03,spirit_event,好，这一口气，我们一起接。,精怪事件
spirit_event_yunshu_01,spirit_event,原来你是嫌我放得到处都是。行，收拾屋子这事你比我强。,精怪事件
spirit_event_yunshu_02,spirit_event,原来最懂过日子的不是我，是它。,精怪事件
spirit_event_yunshu_03,spirit_event,好，我知道。你守仓，我去守店。,精怪事件
spirit_event_bucao_01,spirit_event,看来以后精品柜，少不了你。,精怪事件
spirit_event_bucao_02,spirit_event,好，节庆的门面，就靠你撑了。,精怪事件
spirit_event_bucao_03,spirit_event,这不是卖货了，这是替整个镇子做脸面。,精怪事件
voice_luobo_idle_01,voice,咕……,萝卜待机
voice_luobo_work_01,voice,咕咕！,萝卜工作
voice_luobo_happy_01,voice,咕呀！,萝卜开心
voice_lajiao_idle_01,voice,噼。 ,辣椒待机
voice_lajiao_work_01,voice,噼啪！,辣椒工作
voice_lajiao_battle_01,voice,轰！,辣椒战斗
voice_suan_idle_01,voice,嚓。,大蒜待机
voice_suan_battle_01,voice,铮！,大蒜战斗
voice_suan_final_01,voice,铮铮。,大蒜终章
voice_shui_idle_01,voice,啵。 ,水运待机
voice_shui_work_01,voice,啵啵！,水运工作
voice_shui_final_01,voice,嗡。 ,水运终章
voice_yunshu_idle_01,voice,咕噜。 ,搬运待机
voice_yunshu_work_01,voice,哈！,搬运工作
voice_yunshu_final_01,voice,咚。 ,搬运终章
voice_bucao_idle_01,voice,唧。 ,布草待机
voice_bucao_work_01,voice,唧唧。 ,布草工作
voice_bucao_final_01,voice,呜。 ,布草终章
side_quest_hint_map_01,ui_hint,支线对白映射已经接入，可以按任务步骤回查对应演出与文本。,支线映射提示
customer_behavior_hint_01,ui_hint,顾客行为参数可用于调试等待、浏览和离店节奏。,顾客参数提示
spirit_event_hint_01,ui_hint,精怪事件表已经接入，后续可继续扩展个体记忆与语音库。,精怪事件提示
reward_pool_hint_01,ui_hint,任务奖励池表已接入，可统一维护主线、支线与功能解锁奖励。,奖励池提示
spirit_memory_hint_01,ui_hint,精怪记忆旗标表可用于长期追踪进化、陪伴与特殊状态。,精怪记忆提示
dialogue_cohab_baizhi_daily_001,dialogue,你先坐，我把昨晚晾着的药翻一遍。第二年的清晨，不该再像去年那样总是赶命。,白芷同住日常
dialogue_cohab_baizhi_weekly_001,dialogue,现在我敢慢一点看病了。因为我知道，药园、药材、还有你，都稳下来了。,白芷同住周常
dialogue_cohab_hu_daily_001,dialogue,飞舟单子我一早就看过了。你把货备得这么稳，我这嘴上砍价都更有底气。,胡四海同住日常
dialogue_cohab_hu_weekly_001,dialogue,这趟路回来，我第一次不是想着赚了多少，而是想着总算有地方能回来报账。,胡四海同住周常
dialogue_cohab_atan_daily_001,dialogue,院角那排木架我又改了改。住久了才知道，家这种东西，是一点点顺出来的。,阿檀同住日常
dialogue_cohab_atan_weekly_001,dialogue,你现在做的不只是修房子了，是把很多人的以后都安进去了。,阿檀同住周常
dialogue_cohab_qinghe_daily_001,dialogue,池水今天很安静，连鱼都像知道这里已经不是临时搭起来的日子了。,青禾同住日常
dialogue_cohab_qinghe_weekly_001,dialogue,雨下得再大，我也不怕了。因为这回，水回来的地方就是家。,青禾同住周常
dialogue_cohab_shen_daily_001,dialogue,夜里我照旧巡了一圈。不是因为怕出事，是想让你醒来时还能安心觉得一切都稳着。,沈孤灯同住日常
dialogue_cohab_shen_weekly_001,dialogue,以前我总觉得走远的人不该有牵挂。现在才知道，有人等着，反而更走得回来。,沈孤灯同住周常
order_name_year2_shop_0001,order_name,名铺礼宴三件套,第二年店铺订单
order_name_year2_shop_0002,order_name,高阶续命诊疗单,第二年药品订单
order_name_year2_trade_0001,order_name,云桥集试航货单,第二年商路订单
order_name_year2_trade_0002,order_name,赤砂飞舟护送单,第二年高风险商路订单
order_name_year2_town_0001,order_name,凡仙镇共建补给单,第二年镇建订单
order_name_year2_water_0001,order_name,灵池水航鲜货单,第二年水系订单
order_name_year2_water_0002,order_name,莲泽熟路续订单,第二年水系订单
order_name_year2_guard_0001,order_name,夜巡与秘境补给单,第二年护院订单
order_name_year2_festival_0001,order_name,书契会节庆礼单,第二年节庆订单
dialogue_cohab_baizhi_weekly_002,dialogue,你在这儿，我就能把每一味药都看得更准些。很多年了，我第一次觉得灯熄了也不用慌。,白芷同住周常补句
dialogue_cohab_hu_weekly_002,dialogue,以前我回程只会算亏赚。现在进门前，我还会想你今天是不是等得有点晚了。,胡四海同住周常补句
dialogue_cohab_atan_weekly_002,dialogue,地方一旦真被人住进心里，连添一盏灯都像是在给往后铺路。,阿檀同住周常补句
dialogue_cohab_qinghe_weekly_002,dialogue,你听，这水声已经不是以前那种乱响了。它现在知道该往哪儿回。,青禾同住周常补句
dialogue_cohab_shen_weekly_002,dialogue,火一旺，人就容易多说点真话。现在我倒不介意让你听见这些了。,沈孤灯同住周常补句
season_name_shop_001,name,春市新芽榜,第二年赛季名
season_name_shop_002,name,谷雨灵膳榜,第二年赛季名
season_name_shop_003,name,盛夏工坊榜,第二年赛季名
season_name_shop_004,name,白露礼宴榜,第二年赛季名
season_name_shop_005,name,冬至名铺榜,第二年赛季名
dialogue_cohab_baizhi_festival_001,dialogue,冬夜药灯一排排亮起来的时候，我才真的觉得，去年那些没守住的人，终于不会再追着我入梦了。,白芷节庆后日谈
dialogue_cohab_hu_festival_001,dialogue,这一船灯一挂，我都快忘了自己以前总在最冷的夜里一个人清货。现在倒像真有个地方能庆年了。,胡四海节庆后日谈
dialogue_cohab_atan_festival_001,dialogue,灯架、木牌、门头都稳稳当当地立住了。一个地方能被人认真装点，说明它已经值得被留下来。,阿檀节庆后日谈
dialogue_cohab_qinghe_festival_001,dialogue,白露的水声最轻，也最真。你若站久一点，就能听出这片地现在已经不再喊渴了。,青禾节气后日谈
dialogue_cohab_shen_festival_001,dialogue,冬夜火堆边最适合守着不说话。可你若在，我倒也愿意把沉默分你一半。,沈孤灯节庆后日谈
spirit_name_hualing_01,name,花铃豆灵,稀有精怪名
spirit_name_hualing_02,name,花朝小侍,稀有精怪名
spirit_name_hualing_03,name,百花迎客使,稀有精怪名
spirit_name_leizhu_01,name,雷纹竹童,稀有精怪名
spirit_name_leizhu_02,name,逐电竹将,稀有精怪名
spirit_name_leizhu_03,name,青霆守阵君,稀有精怪名
spirit_name_yuelian_01,name,月白莲灵,稀有精怪名
spirit_name_yuelian_02,name,凝露莲姬,稀有精怪名
spirit_name_yuelian_03,name,太阴静池主,稀有精怪名
spirit_name_dengying_01,name,灯芯小魅,稀有精怪名
spirit_name_dengying_02,name,巡灯童子,稀有精怪名
spirit_name_dengying_03,name,万家灯火君,稀有精怪名
spirit_name_shuqi_01,name,纸页小吏,稀有精怪名
spirit_name_shuqi_02,name,契册书灵,稀有精怪名
spirit_name_shuqi_03,name,万簿司命,稀有精怪名
skill_name_shuqi_01_passive,skill,账页预判,书契精技能
skill_desc_shuqi_01_passive,skill,会先把顺手的高值订单和可接委托翻到最上面。,书契精技能
skill_name_shuqi_02_passive,skill,缺货签,书契精技能
skill_desc_shuqi_02_passive,skill,店铺收摊后会标出只剩最后一件的货，并给出补货顺序。,书契精技能
skill_name_shuqi_03_active,skill,旧账新编,书契精技能
skill_desc_shuqi_03_active,skill,可在名铺赛季面板手动誊写回忆页，让当前或待领取的结算分提升 8%。,书契精技能
spirit_name_fengmi_01,name,蜜蜂团子,稀有精怪名
spirit_name_fengmi_02,name,蜜酿小管事,稀有精怪名
spirit_name_fengmi_03,name,百蜜丰收主,稀有精怪名
dialogue_bond_luobo_01,dialogue,你看，它今天一早就在田埂边等着了。主线完了，日子却像才真正开始。,精怪羁绊对白
dialogue_bond_luobo_05,dialogue,它还记得第一块灵田的位置。那时候我们什么都没有，连水都要省着浇。,精怪羁绊对白
dialogue_bond_luobo_10,dialogue,从第一颗萝卜到这一整片洞天，它一直都在。,精怪羁绊对白
dialogue_bond_lajiao_01,dialogue,炉火噼啪响得很得意，好像在说今天也别想让工坊冷下来。,精怪羁绊对白
dialogue_bond_lajiao_05,dialogue,它以前只会炸炉，现在倒知道什么时候该收火了。我们都变稳了一点。,精怪羁绊对白
dialogue_bond_lajiao_10,dialogue,这座工坊能撑起镇上的热饭热药，也有它一半火气。,精怪羁绊对白
dialogue_bond_shui_01,dialogue,它把水桶推到门边，像在提醒你今天也要慢慢来。,精怪羁绊对白
dialogue_bond_shui_05,dialogue,旧渠重新有水声以后，它总喜欢在那里多待一会儿。,精怪羁绊对白
dialogue_bond_shui_10,dialogue,这一池水不再只是救急了，它已经成了家的声音。,精怪羁绊对白
dialogue_bond_hualing_01,dialogue,花铃轻轻一响，今天第一个客人就在门口停住了脚。,稀有精怪羁绊对白
dialogue_bond_hualing_05,dialogue,它好像知道谁只是路过，谁是真的需要一点好看的东西撑住心情。,稀有精怪羁绊对白
dialogue_bond_hualing_10,dialogue,这间店有了花香以后，连买卖都不像买卖，更像有人认真来过。,稀有精怪羁绊对白
dialogue_bond_leizhu_01,dialogue,竹叶上还带着细小电光。看来今天跑远路，它比谁都兴奋。,稀有精怪羁绊对白
dialogue_bond_leizhu_05,dialogue,暴雨夜里它替商队挡过一次雷，从那以后胡四海看它都客气了三分。,稀有精怪羁绊对白
dialogue_bond_leizhu_10,dialogue,有它领队，再远的路也像有一根青竹撑着天。,稀有精怪羁绊对白
dialogue_bond_yuelian_01,dialogue,月莲浮在池边，什么也不说，心却慢慢静下来了。,稀有精怪羁绊对白
dialogue_bond_yuelian_05,dialogue,它记得每一个难熬的夜晚，也记得后来水面终于亮起来的时候。,稀有精怪羁绊对白
dialogue_bond_yuelian_10,dialogue,这片夜色从前很空，现在却像有人替你守着灯。,稀有精怪羁绊对白
dialogue_leizhu_bond_final_001,dialogue,这条山脊明明被雨打得快认不出来了，你却像早就知道雷会落在哪里。,雷竹精满羁绊
dialogue_leizhu_bond_final_002,dialogue,路没丢。雷只是把旧木桩一根根敲给你看。跟着我走，货不会翻，人也不会乱。,雷竹精满羁绊
dialogue_leizhu_bond_final_003,dialogue,原来你一直守着的不是近路，是一条谁都还能平安回来的旧雷道。,雷竹精满羁绊
dialogue_leizhu_bond_final_004,dialogue,嗯。今天把路重新认回来。以后暴雨再起，这条线归我们领。,雷竹精满羁绊
dialogue_leizhu_evolution_001,dialogue,刚才那阵雨明明已经压下来了，你却先去敲了货角，还让我把最值钱的那箱往里收。,雷竹精进化
dialogue_leizhu_evolution_002,dialogue,先护货，再赶路。少赚一点能补，翻了就全没了。你肯停那一步，我才愿意跟你走更远。,雷竹精进化
dialogue_leizhu_evolution_003,dialogue,所以你一直看的不是哪条路更快，而是哪条路能让人和货都平安回来。,雷竹精进化
dialogue_leizhu_evolution_004,dialogue,对。以后中风险的线我来盯，你只管把该带的补给带齐。,雷竹精进化
dialogue_hualing_evolution_001,dialogue,它刚才对前后两位客人说的话完全不一样……可偏偏都把人留住了。,花铃精进化
dialogue_hualing_evolution_002,dialogue,门口风不一样，客人的脚步也不一样呀。要是只会一种招呼声，就太可惜了。,花铃精进化
dialogue_hualing_evolution_003,dialogue,原来你不是只会热闹地摇铃，你已经会看谁该被花香拦一下、谁该被灯色留一下了。,花铃精进化
dialogue_hualing_evolution_004,dialogue,哼哼，所以以后礼品客、镇民客、路过客，我都替你分着接。你只要把好看的货摆出来！,花铃精进化
dialogue_hualing_bond_final_001,dialogue,今天门口怎么这么安静……这就是你说的“无声花市”吗？,花铃精满羁绊
dialogue_hualing_bond_final_002,dialogue,嗯！春市不是只靠吆喝呀。记得被你好好招待过的熟客，会顺着花香自己回来。,花铃精满羁绊
dialogue_hualing_bond_final_003,dialogue,原来你把贵客、镇民、门派采办都记在心里了。难怪就算不必吆喝，他们也肯在门前多停一步。,花铃精满羁绊
dialogue_hualing_bond_final_004,dialogue,所以这次不是我替你抢客，是替你把会回头的人一位位请回来。以后鲜货和礼盒一摆好，花市就自己开啦。,花铃精满羁绊
dialogue_shuqi_first_meet_001,dialogue,这本旧账怎么自己翻到了那一页？旁边还圈着一行字……“少赚了十七枚铜钱”。,书契精初见
dialogue_shuqi_first_meet_002,dialogue,少赚了十七枚。不是你手艺差，是货架摆散了，愿意顺手多买一份的人被你放走啦。,书契精初见
dialogue_shuqi_first_meet_003,dialogue,你这是在替我记账，还是在替这间店挑毛病？,书契精初见
dialogue_shuqi_first_meet_004,dialogue,会挑出漏掉的买卖，才算真把东西疼惜明白。让我留下，我替你把每页账本都记成能赚钱的路。,书契精初见
dialogue_shuqi_evolution_001,dialogue,我照着你的诊断把货架重新排了三回，连只剩最后一件的货都单独挪出来了。这样，算不算有点经营头脑？,书契精进化
dialogue_shuqi_evolution_002,dialogue,这回像样了。你不只会看见少赚在哪，还会先把缺货挡在开铺前头。这样的账，我愿意继续跟。,书契精进化
dialogue_shuqi_evolution_003,dialogue,所以这些朱砂账签，是提醒我哪一格最容易把客人放走？,书契精进化
dialogue_shuqi_evolution_004,dialogue,正是。哪样只剩最后一件、哪样该先补、哪张高值单能顺手接，我都会替你先压在账页边。你已经配得上更大的生意了。,书契精进化
dialogue_shuqi_bond_final_001,dialogue,这一年能立住的招牌、没再犯的亏漏、终于守住的余量，你全都替这间店熬出来了。现在，轮到我把它们写成真正的账。,书契精满羁绊
dialogue_shuqi_bond_final_002,dialogue,我已经把洞天复兴这一年的买卖誊成《洞天旧账新编》。往后每一季，只要你愿意，我都能替你再压出一页回忆页，把结算往上托一截。,书契精满羁绊
dialogue_shuqi_bond_final_003,dialogue,也就是说，这本账不只是记下我做过什么，还会提醒我下一季该怎样把一间店做成真正的名铺？,书契精满羁绊
dialogue_shuqi_bond_final_004,dialogue,正是如此。记住得失，才配谈复兴；把旧账写成新路，才算真的有了万簿司命该跟随的人。,书契精满羁绊
dialogue_yuelian_first_meet_001,dialogue,刚才水面上明明没有月亮……这朵莲，怎么会自己发光？,月莲精初见
dialogue_yuelian_first_meet_002,dialogue,……你连着三夜都把水留在刚好的地方。我顺着这口安静，才认回这里。,月莲精初见
dialogue_yuelian_first_meet_003,dialogue,这滴月露，是给我的？如果你愿意，就留在这口池里吧。,月莲精初见
dialogue_yuelian_first_meet_004,dialogue,我不擅长热闹。可你既肯替它们留一口平水，我也愿意替你守几晚夜色。,月莲精初见
dialogue_yuelian_evolution_001,dialogue,它们今天明明还能再撑一会儿，可你还是让大家休息了。,月莲精二阶段
dialogue_yuelian_evolution_002,dialogue,嗯。疲劳时停手，不是浪费，是给心和饱腹都留白。,月莲精二阶段
dialogue_yuelian_evolution_003,dialogue,原来静池记住的不是我做了多少事，而是我有没有把伙伴逼得太累。,月莲精二阶段
dialogue_yuelian_evolution_004,dialogue,这片莲叶会替庭院岗慢慢收露。明日醒来，它们会少饿一点，也会记得这种温柔。,月莲精二阶段
dialogue_yuelian_bond_final_001,dialogue,今夜明明没有月亮，池面却像把整条旧水脉都照出来了。,月莲精满羁绊
dialogue_yuelian_bond_final_002,dialogue,这就是“无月之月”。不是天上那一轮，是水终于记起自己该往哪里回。,月莲精满羁绊
dialogue_yuelian_bond_final_003,dialogue,原来你一直守着的，不只是这一口池，而是所有还能回来的夜路。,月莲精满羁绊
dialogue_yuelian_bond_final_004,dialogue,你替它们留住平水，我替你留住夜色。从今往后，这里会安静，也会让大家愿意回来。,月莲精满羁绊
dialogue_dengying_evolution_001,dialogue,它刚才……自己从灯座旁挪开了？以前你一靠近，它都会往后缩。,灯影精进化
dialogue_dengying_evolution_002,dialogue,你把灯一直留着，我就想试试再往黑一点的地方走。要是路乱了，我也能替你照一段。,灯影精进化
dialogue_dengying_evolution_003,dialogue,那今晚就别只守着这一盏了。陪我把前面的夜路也点起来。,灯影精进化
dialogue_dengying_evolution_004,dialogue,好。你走前面，我照着你的影子。以后真有谁从黑处摸过来，我会先看见。,灯影精进化
dialogue_dengying_bond_final_001,dialogue,这条冬至长灯路，是你昨晚一盏盏接到镇口的？整座凡仙镇都亮得像在等谁回家。,灯影精满羁绊
dialogue_dengying_bond_final_002,dialogue,冬至夜长，最怕有人走到一半就被忘在黑里。我先把灯接起来，他们就知道路还在。,灯影精满羁绊
dialogue_dengying_bond_final_003,dialogue,那秘境口那道原本看不见的影缝，也是你先照出来的隐藏入口？,灯影精满羁绊
dialogue_dengying_bond_final_004,dialogue,嗯。先照见入口，夜里回来的人就少慌一点。只要灯还亮着，我就陪他们把路认回。,灯影精满羁绊
dialogue_fengmi_evolution_001,dialogue,你刚才明明只尝了一滴，就把两罐花蜜分开倒进去了……这一锅甜香居然真的更稳了。,蜂蜜精进化
dialogue_fengmi_evolution_002,dialogue,春花的甜要先亮一下，秋花的甜得压在后面呀。顺着客人的嘴巴调，锅里才不会只剩一股腻味。,蜂蜜精进化
dialogue_fengmi_evolution_003,dialogue,所以你学会的不是多放一点蜜，而是替每一锅甜品把回香和客人的第一口都算进去了。,蜂蜜精进化
dialogue_fengmi_evolution_004,dialogue,对呀。以后甜单和甜锅都先让我闻一闻，我会把最会回头的那层味道替你留下。,蜂蜜精进化
dialogue_fengmi_bond_final_001,dialogue,今天院子里怎么摆了这么多小盏和蜜罐？连花铃、书契它们都被你叫来了。,蜂蜜精满羁绊
dialogue_fengmi_bond_final_002,dialogue,大丰收的时候，甜味不该只给客人呀。大家都尝过这一口，门前的热闹才会自己记住怎么回来。,蜂蜜精满羁绊
dialogue_fengmi_bond_final_003,dialogue,原来你办的不是一桌点心，是把整间店会回头的香气、笑声和人情都先养熟了。,蜂蜜精满羁绊
dialogue_fengmi_bond_final_004,dialogue,嗯！以后你想招待甜口客，就先让我摆一席百花茶会。杯盏一热，熟客和精怪都会自己往这里坐。,蜂蜜精满羁绊
combo_name_rain_herb_garden,name,雨后药圃,生态组合名
combo_name_fire_feast_hall,name,火灶宴堂,生态组合名
combo_name_night_lamp_path,name,夜巡灯径,生态组合名
combo_name_cloud_warehouse,name,云仓流转,生态组合名
combo_name_flower_guest_yard,name,花铃客庭,生态组合名
combo_name_moon_pond,name,月莲静池,生态组合名
combo_name_honey_orchard,name,百蜜果园,生态组合名
combo_name_book_order_room,name,书契账房,生态组合名
trial_name_guyu_herb,name,谷雨百草试,年轮试炼名
trial_name_dashu_fire,name,大暑镇火试,年轮试炼名
trial_name_bailu_gift,name,白露凝香试,年轮试炼名
trial_name_dongzhi_lantern,name,冬至宴灯试,年轮试炼名
trial_name_dahan_guard,name,大寒守岁试,年轮试炼名
goal_name_daily_spirit_care,name,今日精怪照料,自由目标名
goal_name_weekly_expedition,name,本周远征小队,自由目标名
goal_name_monthly_shop_rank,name,本月名铺冲榜,自由目标名
goal_name_ecology_a_rank,name,六座甲等生态庭院,自由目标名
goal_name_trial_all_b,name,二十四节气年轮通考,自由目标名
goal_name_rare_spirit_collect,name,稀有精怪图鉴,自由目标名
goal_name_bond_10_first,name,第一位终身伙伴,自由目标名
goal_name_bond_10_all_core,name,十灵同心,自由目标名
item_name_special_huojing_fragment,name,火精残片,第二年物品
desc_special_huojing_fragment,desc,大暑试炼和火系商路中获得的残片，可用于稀有工坊装置和火系精怪进阶。,第二年物品描述
item_name_special_dinghai_shenzhu_fragment,name,定海神珠残片,第二年物品
desc_special_dinghai_fragment,desc,水路秘境中发现的古阵残片，仍能听见一点极深的潮声。,第二年物品描述
